dataset_file,column,description,unit_or_format,provenance_link
results/table_3_source_component_results.csv,pressure_p50_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_3_source_component_results.csv,pressure_p95_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_3_source_component_results.csv,pressure_max_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_3_source_component_results.csv,architecture_label,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_4_flow_regime_descriptors.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_4_flow_regime_descriptors.csv,location_label,Display label for the analytical location.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_4_flow_regime_descriptors.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_4_flow_regime_descriptors.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_4_flow_regime_descriptors.csv,daily_records,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_4_flow_regime_descriptors.csv,q_mean_ml_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_4_flow_regime_descriptors.csv,q_drought_p10_ml_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_4_flow_regime_descriptors.csv,baseline_scarcity_b,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_4_flow_regime_descriptors.csv,drought_amplification_factor,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_4_flow_regime_descriptors.csv,identity_error,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,pue_2022,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,pue_2023,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,pue_2024,Operator-reported FY2024 power usage effectiveness.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,pue_2025,Operator-reported FY2025 power usage effectiveness.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,wue_2024,Operator-reported FY2024 water usage effectiveness in liters withdrawn per IT kWh.,L/IT kWh,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,wue_2025,Operator-reported FY2025 water usage effectiveness in liters withdrawn per IT kWh.,L/IT kWh,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,operator,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,source_file,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,retrieved,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,wue_unit,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,source_locator,"Printed page, table, station, dataset identifier, or webpage section containing the value.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,pue_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,wue_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,pue_change,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/table_5_aws_pue_wue.csv,wue_change,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,year,Fiscal or calendar year as reported by the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,withdrawal_mg,Operator-reported annual water withdrawal in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,discharge_mg,Operator-reported annual discharge in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,consumption_mg,Operator-reported estimated annual consumption in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,consumptive_fraction,Consumption divided by withdrawal.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,latitude,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,longitude,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,bws_score,Aqueduct 4.0 baseline-water-stress score used only for screening.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,bws_label,Aqueduct 4.0 categorical baseline-water-stress label.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,risk_class,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,high_stress_screen,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,reported_cooling_note,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,qa_flag,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,report_file,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,report_printed_page,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,source_ids,Semicolon-separated source identifiers resolving to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,source_locators,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_03/figure_03_google_panel.csv,scientific_boundary,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,year,Fiscal or calendar year as reported by the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,withdrawal_mg,Operator-reported annual water withdrawal in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,discharge_mg,Operator-reported annual discharge in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,consumption_mg,Operator-reported estimated annual consumption in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,consumptive_fraction,Consumption divided by withdrawal.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,latitude,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,longitude,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,bws_score,Aqueduct 4.0 baseline-water-stress score used only for screening.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,bws_label,Aqueduct 4.0 categorical baseline-water-stress label.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,risk_class,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,high_stress_screen,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,reported_cooling_note,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,qa_flag,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,report_file,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,report_printed_page,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,source_ids,Semicolon-separated source identifiers resolving to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,source_locators,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_04/figure_04_google_panel.csv,scientific_boundary,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,year,Fiscal or calendar year as reported by the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,withdrawal_mg,Operator-reported annual water withdrawal in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,discharge_mg,Operator-reported annual discharge in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,consumption_mg,Operator-reported estimated annual consumption in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,consumptive_fraction,Consumption divided by withdrawal.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,latitude,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,longitude,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,bws_score,Aqueduct 4.0 baseline-water-stress score used only for screening.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,bws_label,Aqueduct 4.0 categorical baseline-water-stress label.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,risk_class,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,high_stress_screen,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,reported_cooling_note,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,qa_flag,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,report_file,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,report_printed_page,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,source_ids,Semicolon-separated source identifiers resolving to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,source_locators,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_google_balance.csv,scientific_boundary,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_source_boundary.csv,scope,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_source_boundary.csv,year,Fiscal or calendar year as reported by the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_source_boundary.csv,source_class,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_source_boundary.csv,withdrawal_mg,Operator-reported annual water withdrawal in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_source_boundary.csv,total_mg,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_source_boundary.csv,share,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_source_boundary.csv,source_ids,Semicolon-separated source identifiers resolving to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_source_boundary.csv,source_locators,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_05/figure_05_source_boundary.csv,scientific_boundary,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,station_id,Eight-digit USGS station identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,date,Observation date.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,discharge_ML_day,Daily mean discharge converted to megaliters per day.,ML/day,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,location_label,Display label for the analytical location.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,month,"Calendar month or month-start date, depending on dataset.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,water_year,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,water_year_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,source_fraction,Documented or declared fraction assigned to the screened source component.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,architecture_id,Cooling-architecture scenario identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,withdrawal_ml_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,consumption_ml_day,Standardized direct cooling consumption in megaliters per day.,ML/day,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,source_consumption_ml_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,source_relative_pressure_pct,100 times source-attributed modeled consumption divided by observed component flow.,%,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,flow_percentile,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,source_ids,Semicolon-separated source identifiers resolving to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,source_locators,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_daily_pressure.csv,scientific_boundary,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,location_label,Display label for the analytical location.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,architecture_id,Cooling-architecture scenario identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,month,"Calendar month or month-start date, depending on dataset.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,daily_records,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,water_years,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,mean_withdrawal_ml_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,mean_consumption_ml_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,flow_q10_ml_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,flow_median_ml_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,pressure_p50_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,pressure_p90_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,pressure_p95_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,pressure_p99_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,architecture_label,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,source_ids,Semicolon-separated source identifiers resolving to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,source_locators,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_06/figure_06_volume_pressure.csv,scientific_boundary,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
figures/Figure_07/figure_07_meta_panel.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
